property_id,property_index,structure_type,property_sub_type,prop_type_clean,gla_sqft,bedrooms_main,bedrooms_additional,bedrooms_total,bathrooms_full,bathrooms_half,bathrooms_equivalent,close_price,close_date,address,city,state_province,postal_code,latitude,longitude,lot_size_sqft,year_built,basement_type,main_level_finished_area,levels,heating,cooling,has_missing_bed_data,bedroom_imputation_method,has_missing_bath_data,has_missing_prop_type,prop_type_mapping_method,has_missing_date_data,subject_id
7547,7547,Detached,Detached,,1501.0,,,,,,,624000.0,,85 Lucas Place NW ,Calgary ,Alberta,T3P 1Z5,51.1937,-114.078,2742.0,2024.0,"Full, Unfinished ",755.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7548,7548,Detached,Detached,,2246.0,,,,,,,850000.0,,75 Herron Rise NE ,Calgary ,Alberta,T3P 1X9,51.1884,-114.052,3444.0,2022.0,Full ,992.0,2 Storey ,"High Efficiency, Forced Air, Natural Gas ",Central Air ,False,,False,False,,False,63
7549,7549,Row/Townhouse,Row/Townhouse,,1453.0,,,,,,,580000.0,,58 Livingston Gate NE ,Calgary ,Alberta,T4B 3P6,51.1844,-114.064,2734.0,2018.0,Full ,726.0,2 Storey ,Forced Air ,Central Air ,False,,False,False,,False,63
7550,7550,Detached,Detached,,2317.0,,,,,,,820000.0,,114 Lucas Terrace NW ,Calgary ,Alberta,T4B 3P5,51.1877,-114.08,3379.0,2021.0,Full ,1012.0,2 Storey ,Forced Air ,Central Air ,False,,False,False,,False,63
7551,7551,Detached,Detached,,1187.0,,,,,,,632000.0,,120 Howse Avenue NE ,Calgary ,Alberta,T4B 3P6,51.1877,-114.069,2809.0,2017.0,Full ,,2 Storey ,Forced Air ,,False,,False,False,,False,63
7552,7552,Apartment,Apartment,,843.0,,,,,,,365000.0,,Unit 3203 - 33 Carringham Gate NW ,Calgary ,Alberta,T3P 2H6,51.1852,-114.09,,2024.0,,843.0,Apartment-Low-Rise ( ,"Baseboard, Electric ",Rough-In ,False,,False,False,,False,63
7553,7553,Apartment,Apartment,,625.0,,,,,,,265000.0,,Unit 3104 - 350 Livingston Common NE ,Calgary ,Alberta,T3P 1M5,51.1848,-114.068,,2024.0,,,Apartment-Low-Rise ( ,Baseboard ,Wall Unit(s) ,False,,False,False,,False,63
7554,7554,Detached,Detached,,2025.0,,,,,,,800000.0,,98 Lucas Crescent NW ,Calgary ,Alberta,T4B 3P5,51.1839,-114.077,3369.0,2019.0,Full ,838.0,2 Storey ,Forced Air ,Central Air ,False,,False,False,,False,63
7555,7555,Detached,Detached,,2236.0,,,,,,,807000.0,,46 Lucas Way NW ,Calgary ,Alberta,T4B 3P5,51.1843,-114.079,3369.0,2020.0,"Full, Separate/Exterior Entry ",966.0,2 Storey ,"Forced Air, Natural Gas ",,False,,False,False,,False,63
7556,7556,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1799.0,,,,,,,675000.0,,308 Carrington Way NW ,Calgary ,Alberta,T3P 1W1,51.1823,-114.089,5166.0,2019.0,Full ,895.0,"2 Storey, Attached-Si ","Forced Air, Natural Gas ",Central Air ,False,,False,False,,False,63
7557,7557,Row/Townhouse,Row/Townhouse,,1501.0,,,,,,,575000.0,,1362 148 Avenue NW ,Calgary ,Alberta,T3P 1T9,51.1874,-114.091,1657.0,2024.0,"Full, Unfinished ",547.0,"2 Storey, Attached-Si ","Forced Air, Natural Gas ",,False,,False,False,,False,63
7558,7558,Row/Townhouse,Row/Townhouse,,1507.0,,,,,,,557000.0,,1343 148 Avenue NW ,Calgary ,Alberta,T3P 1W2,51.1872,-114.09,1765.0,2023.0,"Full, Unfinished ",543.0,2 Storey ,"Forced Air, Natural Gas ",,False,,False,False,,False,63
7559,7559,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1662.0,,,,,,,676420.0,,28 Herron Walk NE ,Calgary ,Alberta,T4B 3P6,51.1898,-114.053,2252.0,2024.0,"Full, Separate/Exterior Entry ",791.0,"2 Storey, Attached-Si ",Forced Air ,,False,,False,False,,False,63
7560,7560,Apartment,Apartment,,539.0,,,,,,,276500.0,,Unit 2309 - 350 Livingston Common NE ,Calgary ,Alberta,T3P 1M5,51.1848,-114.068,,2024.0,,538.0,Apartment-Low-Rise ( ,Baseboard ,Central Air ,False,,False,False,,False,63
7561,7561,Apartment,Apartment,,668.0,,,,,,,305000.0,,Unit 3113 - 350 Livingston Common NE ,Calgary ,Alberta,T3P 1M5,51.1848,-114.068,,2024.0,,,Apartment ,Baseboard ,Central Air ,False,,False,False,,False,63
7562,7562,Row/Townhouse,Row/Townhouse,,1403.0,,,,,,,435000.0,,204 Evanston Manor NW ,Calgary ,Alberta,T3P 0R8,51.1809,-114.096,1200.0,2015.0,"Finished, None ",,2 Storey ,"Forced Air, Natural Gas ",Central Air ,False,,False,False,,False,63
7563,7563,Detached,Detached,,1880.0,,,,,,,735000.0,,146 Lucas Place NW ,Calgary ,Alberta,T3P 1Z5,51.1931,-114.079,3368.0,2025.0,"Full, Unfinished, Separate/Exterior Entry ",765.0,2 Storey ,"Forced Air, Natural Gas ",,False,,False,False,,False,63
7564,7564,Detached,Detached,,2227.0,,,,,,,860000.0,,122 Carringvue Manor NW ,Calgary ,Alberta,T3P 0W2,51.1801,-114.081,3853.0,2018.0,"Full, Partially Finished ",1018.0,2 Storey ,"ENERGY STAR Qualified Equipment, Forced Air, Natural Gas ",Central Air ,False,,False,False,,False,63
7565,7565,Detached,Detached,,1674.0,,,,,,,687990.0,,66 Carringford Way NW ,Calgary ,Alberta,T4B 3P5,51.1868,-114.093,2841.0,2025.0,"Full, Unfinished ",720.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7566,7566,Detached,Detached,,1879.0,,,,,,,710000.0,,50 Carringford Way NW ,Calgary ,Alberta,T4B 3P5,51.1879,-114.087,4186.0,2025.0,"Full, Unfinished ",797.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7567,7567,Apartment,Apartment,,806.0,,,,,,,350000.0,,Unit 1206 - 350 Livingston Common NE ,Calgary ,Alberta,T3P 1M5,51.1848,-114.068,,2018.0,,,Apartment-Low-Rise ( ,Baseboard ,,False,,False,False,,False,63
7568,7568,Apartment,Apartment,,1017.0,,,,,,,485000.0,,Unit 2403 - 55 Lucas Way NW ,Calgary ,Alberta,T3P 2C7,51.1839,-114.08,,2024.0,,1016.0,Apartment-Low-Rise ( ,Baseboard ,Wall Unit(s) ,False,,False,False,,False,63
7569,7569,Row/Townhouse,Row/Townhouse,,1381.0,,,,,,,535000.0,,32 Carrington Boulevard NW ,Calgary ,Alberta,T3P 1K8,51.1828,-114.076,2443.0,2018.0,"Partial, Unfinished ",,2 Storey ,Forced Air ,,False,,False,False,,False,63
7570,7570,Row/Townhouse,Row/Townhouse,,1496.0,,,,,,,530000.0,,9 Carringwood Grove NW ,Calgary ,Alberta,T3P 1T9,51.1875,-114.092,2680.0,2022.0,"Full, Unfinished ",573.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7571,7571,Apartment,Apartment,,843.0,,,,,,,354800.0,,Unit 221 - 40 Carrington Plaza NW ,Calgary ,Alberta,T3P,51.1818,-114.091,,2022.0,,,Apartment-Low-Rise ( ,"Baseboard, Central ",,False,,False,False,,False,63
7572,7572,Apartment,Apartment,,542.0,,,,,,,257000.0,,Unit 2109 - 350 Livingston Common NE ,Calgary ,Alberta,T3P 1M5,51.1848,-114.068,,2024.0,,542.0,Apartment ,"Baseboard, Electric ",Wall/Window Unit(s) ,False,,False,False,,False,63
7573,7573,Detached,Detached,,2603.0,,,,,,,905000.0,,454 Lucas Way NW ,Calgary ,Alberta,T3P 2E8,51.1934,-114.082,4144.0,2024.0,"Full, Separate/Exterior Entry ",,2 Storey ,"Forced Air, Natural Gas ",Central Air ,False,,False,False,,False,63
7574,7574,Row/Townhouse,Row/Townhouse,,1260.0,,,,,,,406600.0,,1517 Symons Valley Parkway NW ,Calgary ,Alberta,T3P 0R8,51.1812,-114.096,1083.0,2015.0,,,3 (or more) Storey ,"Forced Air, Natural Gas ",,False,,False,False,,False,63
7575,7575,Detached,Detached,,1539.0,,,,,,,650000.0,,42 Carringford Way NW ,Calgary ,Alberta,T4B 3P5,51.1868,-114.093,3588.0,2025.0,"Full, Unfinished ",532.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7576,7576,Apartment,Apartment,,1068.0,,,,,,,420000.0,,Unit 3115 - 33 Carringham Gate NW ,Calgary ,Alberta,T3P 2H6,51.1852,-114.09,,2024.0,,1067.0,Apartment-Low-Rise ( ,"Baseboard, Electric ",Wall/Window Unit(s) ,False,,False,False,,False,63
7577,7577,Row/Townhouse,Row/Townhouse,,1148.0,,,,,,,570000.0,,281 Lucas Avenue NW ,Calgary ,Alberta,T4B 3P5,51.1883,-114.076,,2021.0,"Full, Partially Finished ",1148.0,Bungalow ,"Forced Air, Natural Gas ",,False,,False,False,,False,63
7578,7578,Row/Townhouse,Row/Townhouse,,1341.0,,,,,,,542000.0,,152 Lucas Boulevard NW ,Calgary ,Alberta,T3P 1H9,51.1858,-114.075,2712.0,2020.0,"Full, Unfinished ",,2 Storey ,Forced Air ,,False,,False,False,,False,63
7579,7579,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1825.0,,,,,,,622000.0,,283 Carrington Circle NW ,Calgary ,Alberta,T3P 0Y4,51.181,-114.091,2174.0,2018.0,"Full, Unfinished ",911.0,"2 Storey, Attached-Si ","Forced Air, Natural Gas ",,False,,False,False,,False,63
7580,7580,Apartment,Apartment,,1285.0,,,,,,,435000.0,,Unit 302 - 40 Carrington Plaza NW ,Calgary ,Alberta,T3P,51.1818,-114.091,,2022.0,,,Apartment-Low-Rise ( ,"Baseboard, Central ",,False,,False,False,,False,63
7581,7581,Row/Townhouse,Row/Townhouse,,1321.0,,,,,,,615000.0,,Unit 3102 - 55 Lucas Way NW ,Calgary ,Alberta,T3P 2C7,51.1839,-114.08,,2025.0,"Full, Separate/Exterior Entry ",606.0,2 Storey ,"High Efficiency, Forced Air, Natural Gas ",Central Air ,False,,False,False,,False,63
7582,7582,Detached,Detached,,2864.0,,,,,,,850708.0,,132 Carringford View NW ,Calgary ,Alberta,T3P2G7 ,51.1839,-114.085,3497.0,2025.0,"Full, Unfinished ",1303.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7583,7583,Detached,Detached,,1826.0,,,,,,,645300.0,,39 Herron Street NE ,Calgary ,Alberta,T3P 1Z1,51.1895,-114.052,2742.0,2025.0,"Full, Unfinished ",880.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7584,7584,Detached,Detached,,2832.0,,,,,,,1130000.0,,76 Carrington Close NW ,Calgary ,Alberta,T3P 1P7,51.1822,-114.085,4058.0,2020.0,"Full, Separate/Exterior Entry ",1235.0,2 Storey ,Forced Air ,Central Air ,False,,False,False,,False,63
7585,7585,Row/Townhouse,Row/Townhouse,,1301.0,,,,,,,447500.0,,563 Evanston Manor NW ,Calgary ,Alberta,T3P 0R8,51.1805,-114.097,1270.0,2015.0,Partial ,642.0,Townhouse ,Forced Air ,Central Air ,False,,False,False,,False,63
7586,7586,Row/Townhouse,Row/Townhouse,,1375.0,,,,,,,525000.0,,1861 Carrington Boulevard NW ,Calgary ,Alberta,T3P 1W1,51.1863,-114.09,1302.0,2023.0,"Full, Unfinished ",,2 Storey ,Forced Air ,,False,,False,False,,False,63
7587,7587,Row/Townhouse,Row/Townhouse,,1463.0,,,,,,,565000.0,,231 Lucas Boulevard NW ,Calgary ,Alberta,T3P 1H9,51.1867,-114.077,2518.0,2021.0,"Full, Unfinished, Separate/Exterior Entry ",,2 Storey ,Forced Air ,,False,,False,False,,False,63
7588,7588,Detached,Detached,,3275.0,,,,,,,1158000.0,,185 Carringvue Manor NW ,Calgary ,Alberta,T3P 0W2,51.1816,-114.082,4499.0,2017.0,"Full, Unfinished, Separate/Exterior Entry ",1144.0,3 (or more) Storey ,"High Efficiency, Fireplace(s), Forced Air ",Central Air ,False,,False,False,,False,63
7589,7589,Detached,Detached,,1806.0,,,,,,,748000.0,,603 Livingston Way NE ,Calgary ,Alberta,T3P 1R8,51.1861,-114.053,2744.0,2022.0,Full ,866.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7590,7590,Row/Townhouse,Row/Townhouse,,1326.0,,,,,,,565000.0,,49 Carringvue Link NW ,Calgary ,Alberta,T3P 1K7,51.1821,-114.078,2195.0,2019.0,Full ,640.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7591,7591,Detached,Detached,,2192.0,,,,,,,847500.0,,142 Howse Rise NE ,Calgary ,Alberta,T0M 0E0,51.1858,-114.059,5177.0,2017.0,Full ,915.0,2 Storey ,"Fireplace(s), Forced Air ",Central Air ,False,,False,False,,False,63
7592,7592,Detached,Detached,,2864.0,,,,,,,867000.0,,51 Carringford View NW ,Calgary ,Alberta,T3P 2H1,51.1849,-114.085,4261.0,2025.0,"Full, Unfinished ",1247.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7593,7593,Apartment,Apartment,,501.0,,,,,,,250000.0,,Unit 2308 - 55 Lucas Way NW ,Calgary ,Alberta,T3P 2C7,51.1839,-114.08,,2024.0,,501.0,Apartment-Low-Rise ( ,Baseboard ,Central Air ,False,,False,False,,False,63
7594,7594,Apartment,Apartment,,1005.0,,,,,,,402500.0,,Unit 1301 - 55 Lucas Way NW ,Calgary ,Alberta,T3P 2C7,51.1839,-114.08,,2024.0,,1005.0,Apartment-Low-Rise ( ,"Hot Water, Natural Gas ",Wall Unit(s) ,False,,False,False,,False,63
7595,7595,Detached,Detached,,2672.0,,,,,,,1020000.0,,18 Carrington Road NW ,Calgary ,Alberta,T3P 1L8,51.1791,-114.084,4133.0,2021.0,Full ,,2 Storey ,Forced Air ,Central Air ,False,,False,False,,False,63
7596,7596,Row/Townhouse,Row/Townhouse,,1400.0,,,,,,,534900.0,,1318 148 Avenue NW ,Calgary ,Alberta,T3P 1T9,51.1873,-114.09,1490.0,2025.0,"Full, Unfinished ",,2 Storey ,Forced Air ,,False,,False,False,,False,63
7597,7597,Detached,Detached,,1826.0,,,,,,,652515.0,,599 Lucas Boulevard NW ,Calgary ,Alberta,T3P 2E1,51.1932,-114.078,2742.0,2025.0,"Full, Unfinished ",880.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7598,7598,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1705.0,,,,,,,675000.0,,93 Carringvue Park NW ,Calgary ,Alberta,T3P 1L1,51.1801,-114.08,2712.0,2019.0,"Full, Separate/Exterior Entry ",693.0,"2 Storey, Attached-Si ","High Efficiency, Forced Air ",Central Air ,False,,False,False,,False,63
7599,7599,Detached,Detached,,1386.0,,,,,,,585000.0,,16 Howse Drive NE ,Calgary ,Alberta,T4B 3P6,51.1851,-114.063,2766.0,2017.0,"Full, Partially Finished ",690.0,2 Storey ,"Forced Air, Natural Gas ",Central Air ,False,,False,False,,False,63
7600,7600,Detached,Detached,,2484.0,,,,,,,877895.0,,175 Lucas Close NW ,Calgary ,Alberta,T3P 1Z4,51.1916,-114.08,6239.0,2025.0,"Full, Separate/Exterior Entry ",1143.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7601,7601,Detached,Detached,,1900.0,,,,,,,746521.0,,695 Lucas Boulevard NW ,Calgary ,Alberta,T3P 2E1,51.1949,-114.078,2742.0,2025.0,"Full, Separate/Exterior Entry ",950.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7602,7602,Detached,Detached,,2237.0,,,,,,,859999.0,,59 Lucas Close NW ,Calgary ,Alberta,T3P 1Z5,51.1914,-114.079,4101.0,2023.0,"Full, Unfinished ",,2 Storey ,"Forced Air, Natural Gas ",Central Air ,False,,False,False,,False,63
7603,7603,Detached,Detached,,2043.0,,,,,,,726000.0,,140 Carringford View NW ,Calgary ,Alberta,T0M,51.1839,-114.085,3225.0,2023.0,"Full, Unfinished ",815.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7604,7604,Apartment,Apartment,,696.0,,,,,,,290000.0,,Unit 3108 - 350 Livingston Common NE ,Calgary ,Alberta,T3P 1M5,51.1848,-114.068,,2024.0,,,Apartment-Single Lev ,Baseboard ,,False,,False,False,,False,63
7605,7605,Row/Townhouse,Row/Townhouse,,1245.0,,,,,,,507500.0,,84 Carrington Boulevard NW ,Calgary ,Alberta,T3P 1K8,51.1821,-114.076,1980.0,2019.0,Full ,616.0,2 Storey ,"Forced Air, Natural Gas ",,False,,False,False,,False,63
7606,7606,Apartment,Apartment,,516.0,,,,,,,223000.0,,Unit 1110 - 350 Livingston Common NE ,Calgary ,Alberta,T3P 1M5,51.1848,-114.068,2212.0,2018.0,,516.0,Apartment-Low-Rise ( ,"Forced Air, Natural Gas ",,False,,False,False,,False,63
7607,7607,Detached,Detached,,2442.0,,,,,,,895000.0,,27 Carringvue Place NW ,Calgary ,Alberta,T3K,51.1771,-114.079,4650.0,2024.0,"Full, Unfinished, Separate/Exterior Entry ",1132.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7608,7608,Row/Townhouse,Row/Townhouse,,920.0,,,,,,,387000.0,,174 Livingston Common NE ,Calgary ,Alberta,T4B 3P6,51.1838,-114.066,,2022.0,,,2 Storey ,Central ,,False,,False,False,,False,63
7609,7609,Row/Townhouse,Row/Townhouse,,1500.0,,,,,,,519000.0,,1363 148 Avenue NW ,Calgary ,Alberta,T3P 1W2,51.1872,-114.091,1657.0,2023.0,"Full, Unfinished ",544.0,2 Storey ,"Central, Natural Gas ",,False,,False,False,,False,63
7610,7610,Detached,Detached,,2032.0,,,,,,,720000.0,,174 Howse Drive NE ,Calgary ,Alberta,T4B 3P6,51.1879,-114.063,3767.0,2018.0,"Full, Unfinished ",870.0,2 Storey ,Forced Air ,Central Air ,False,,False,False,,False,63
7611,7611,Row/Townhouse,Row/Townhouse,,1217.0,,,,,,,465000.0,,58 Evanscrest Gardens NW ,Calgary ,Alberta,T3p0s1 ,51.182,-114.099,,2016.0,"Partial, Partially Finished ",,2 Storey ,Central ,,False,,False,False,,False,63
7612,7612,Row/Townhouse,Row/Townhouse,,1609.0,,,,,,,440000.0,,308 Evanston Manor NW ,Calgary ,Alberta,T3P 0R8,51.1807,-114.095,1485.0,2015.0,,945.0,3 (or more) Storey ,"Forced Air, Natural Gas ",Rough-In ,False,,False,False,,False,63
7613,7613,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1609.0,,,,,,,575000.0,,124 Livingston Parade NE ,Calgary ,Alberta,T4B 3P6,51.1852,-114.069,2443.0,2019.0,"Full, Unfinished ",756.0,"2 Storey, Attached-Si ",Forced Air ,,False,,False,False,,False,63
7614,7614,Detached,Detached,,1835.0,,,,,,,670000.0,,463 Lucas Boulevard NW ,Calgary ,Alberta,T3P 2C9,51.1908,-114.078,3272.0,2025.0,"Full, Unfinished, Separate/Exterior Entry ",887.0,2 Storey ,High Efficiency ,,False,,False,False,,False,63
7615,7615,Apartment,Apartment,,724.0,,,,,,,325500.0,,Unit 311 - 40 Carrington Plaza NW ,Calgary ,Alberta,T3P,51.1818,-114.091,,2022.0,,724.0,Apartment-Single Lev ,"Baseboard, Hot Water, Natural Gas ",,False,,False,False,,False,63
7616,7616,Row/Townhouse,Row/Townhouse,,1450.0,,,,,,,524000.0,,1124 140 Avenue NW ,Calgary ,Alberta,T3P 0B1,51.1816,-114.088,1291.0,2019.0,"Full, Unfinished ",,2 Storey ,"Forced Air, Natural Gas ",,False,,False,False,,False,63
7617,7617,Detached,Detached,,1826.0,,,,,,,712743.0,,882 Livingston View NE ,Calgary ,Alberta,T3P 1L6,51.191,-114.055,2742.0,2025.0,"Full, Separate/Exterior Entry ",880.0,2 Storey ,Forced Air ,,False,,False,False,,False,63
7618,7618,Detached,Detached,,2258.0,,,,,,,825000.0,,158 Lucas Terrace NW ,Calgary ,Alberta,T3P 1P9,51.1884,-114.08,3466.0,2021.0,Full ,,2 Storey ,Forced Air ,,False,,False,False,,False,63
7619,7619,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1768.0,,,,,,,594500.0,,179 Carringham Road NW ,Calgary ,Alberta,T3P 1V3,51.1865,-114.09,2206.0,2022.0,"Full, Unfinished ",,"2 Storey, Attached-Si ",Forced Air ,,False,,False,False,,False,63
7620,7620,Detached,Detached,,1734.0,,,,,,,690000.0,,735 Livingston Way NE ,Calgary ,Alberta,T3P 1N8,51.1847,-114.056,2895.0,2020.0,Full ,839.0,2 Storey ,"Forced Air, Natural Gas ",,False,,False,False,,False,63
7621,7621,Apartment,Apartment,,724.0,,,,,,,318000.0,,Unit 107 - 80 Carrington Plaza NW ,Calgary ,Alberta,T3P,51.1822,-114.091,,2022.0,,,Apartment-Single Lev ,Baseboard ,Central Air ,False,,False,False,,False,63
7622,7622,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1458.0,,,,,,,585000.0,,44 Carringvue Link NW ,Calgary ,Alberta,T3P 1K6,51.1825,-114.078,2701.0,2018.0,Full ,716.0,"2 Storey, Attached-Si ",Forced Air ,Central Air ,False,,False,False,,False,63
7623,7623,Row/Townhouse,Row/Townhouse,,1502.0,,,,,,,540000.0,,1837 Carrington Boulevard NW ,Calgary ,Alberta,T3P 1W1,51.186,-114.09,1657.0,2023.0,"Full, Unfinished ",,2 Storey ,Forced Air ,,False,,False,False,,False,63
7624,7624,Detached,Detached,,2241.0,,,,,,,800000.0,,289 Carringvue Manor NW ,Calgary ,Alberta,T3P 0W3,51.1828,-114.081,4058.0,2017.0,"Full, Unfinished ",1023.0,2 Storey ,"Forced Air, Natural Gas ",,False,,False,False,,False,63
7625,7625,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1504.0,,,,,,,605000.0,,197 Carringvue Way NW ,Calgary ,Alberta,T3P 1K6,51.1829,-114.078,2798.0,2018.0,Full ,731.0,"2 Storey, Attached-Si ","Forced Air, Natural Gas ",Central Air ,False,,False,False,,False,63
7626,7626,Detached,Detached,,1837.0,,,,,,,700000.0,,23 Carrington Crescent NW ,Calgary ,Alberta,T3P 0B1,51.181,-114.088,2830.0,2019.0,"Full, Unfinished ",753.0,5 Level Split ,"Forced Air, Natural Gas ",Central Air ,False,,False,False,,False,63
7627,7627,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1564.0,,,,,,,600000.0,,409 Carringvue Avenue NW ,Calgary ,Alberta,T3P 0W5,51.181,-114.079,2787.0,2017.0,Full ,,"2 Storey, Attached-Si ","Forced Air, Natural Gas ",,False,,False,False,,False,63
7628,7628,Row/Townhouse,Row/Townhouse,,1162.0,,,,,,,500000.0,,64 Carrington Boulevard NW ,Calgary ,Alberta,T3P 1K8,51.1824,-114.076,1808.0,2019.0,Full ,581.0,2 Storey ,Forced Air ,Central Air ,False,,False,False,,False,63
7629,7629,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1681.0,,,,,,,678999.0,,119 Herron Walk NE ,Calgary ,Alberta,T4B 3P6,51.1911,-114.051,2596.0,2025.0,Full ,817.0,"2 Storey, Attached-Si ",Forced Air ,,False,,False,False,,False,63
7630,7630,Detached,Detached,,1615.0,,,,,,,618952.0,,110 Herron Common NE ,Calgary ,Alberta,T4B 3P6,51.1898,-114.055,3480.0,2024.0,"Full, Unfinished, Separate/Exterior Entry ",816.0,2 Storey ,"High Efficiency, Forced Air ",,False,,False,False,,False,63
7631,7631,Detached,Detached,,804.0,,,,,,,487000.0,,165 Martin Crossing Way ,Calgary ,Alberta,T3J 3V3,51.1205,-113.956,3132.0,1998.0,Full ,804.0,Bi-Level ,Forced Air ,,False,,False,False,,False,64
7632,7632,Detached,Detached,,1105.0,,,,,,,491000.0,,83 Falworth Court NE ,Calgary ,Alberta,T3J 1G2,51.1021,-113.95,4391.0,1980.0,"Partial, Partially Finished ",1105.0,Bungalow ,Forced Air ,,False,,False,False,,False,64
7633,7633,Detached,Detached,,1300.0,,,,,,,595000.0,,252 Coral Springs Mews NE ,Calgary ,Alberta,T3J 3R9,51.11,-113.929,2966.0,1998.0,"Full, Separate/Exterior Entry ",593.0,2 Storey ,Forced Air ,,False,,False,False,,False,64
7634,7634,Detached,Detached,,1057.0,,,,,,,530000.0,,126 Saddlemead Road NE ,Calgary ,Alberta,T3J 4J3,51.1284,-113.946,3250.0,1999.0,"Full, Partially Finished ",,4 Level Split ,,,False,,False,False,,False,64
7635,7635,Detached,Detached,,1061.0,,,,,,,465000.0,,136 Martindale Boulevard NE ,Calgary ,Alberta,T3J 2X5,51.1145,-113.956,2842.0,1989.0,"Full, Partially Finished ",497.0,2 Storey ,"Forced Air, Natural Gas ",,False,,False,False,,False,64
7636,7636,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1004.0,,,,,,,459000.0,,105 Falton Drive NE ,Calgary ,Alberta,T3J 1W6,51.1037,-113.941,3100.0,1981.0,"Full, Separate/Exterior Entry ",,Attached-Side by Sid ,"Forced Air, Natural Gas ",,False,,False,False,,False,64
7637,7637,Detached,Detached,,1375.0,,,,,,,586500.0,,168 Saddlebrook Circle NE ,Calgary ,Alberta,T3J 0J6,51.1345,-113.929,3336.0,2008.0,Full ,,2 Storey ,Forced Air ,,False,,False,False,,False,64
7638,7638,Detached,Detached,,1077.0,,,,,,,476000.0,,100 Martindale Boulevard NE ,Calgary ,Alberta,T3J 2X5,51.1143,-113.954,2755.0,1989.0,Full ,500.0,2 Storey ,Forced Air ,,False,,False,False,,False,64
7639,7639,Semi Detached (Half Duplex),Semi Detached (Half Duplex),,1581.0,,,,,,,555000.0,,226 Saddlelake Terrace NE ,Calgary ,Alberta,T3J 4C2,51.1313,-113.925,2820.0,2015.0,"Full, Unfinished ",,"2 Storey, Attached-Si ",Forced Air ,,False,,False,False,,False,64
7640,7640,Detached,Detached,,1800.0,,,,,,,730000.0,,509 Saddlelake Drive NE ,Calgary ,Alberta,T3J 0B5,51.1323,-113.932,3293.0,2014.0,"Full, Separate/Exterior Entry ",,2 Storey ,,,False,,False,False,,False,64
7641,7641,Detached,Detached,,1317.0,,,,,,,587500.0,,53 Martinbrook Road NE ,Calgary ,Alberta,T3J 3G2,51.1161,-113.959,3293.0,1996.0,"Full, Separate/Exterior Entry ",679.0,2 Storey ,"Forced Air, Natural Gas ",,False,,False,False,,False,64
7642,7642,Detached,Detached,,902.0,,,,,,,532500.0,,23 Martinwood Court NE ,Calgary ,Alberta,T3J 3H1,51.1148,-113.95,2755.0,1990.0,"Full, Separate/Exterior Entry ",901.0,Bi-Level ,"Forced Air, Natural Gas ",,False,,False,False,,False,64
7643,7643,Detached,Detached,,981.0,,,,,,,494000.0,,50 Martindale Drive NE ,Calgary ,Alberta,T3J 2V4,51.1123,-113.954,2820.0,1987.0,Full ,510.0,4 Level Split ,Forced Air ,,False,,False,False,,False,64
7644,7644,Detached,Detached,,1640.0,,,,,,,650000.0,,335 Saddlebrook Circle NE ,Calgary ,Alberta,T3J 0J9,51.1342,-113.93,4025.0,2008.0,"Full, Separate/Exterior Entry ",,2 Storey ,"Forced Air, Natural Gas ",,False,,False,False,,False,64
7645,7645,Detached,Detached,,1260.0,,,,,,,557000.0,,82 Taraglen Road NE ,Calgary ,Alberta,T3J 2M3,51.1127,-113.936,288.0,1987.0,"Full, Separate/Exterior Entry ",628.0,2 Storey ,Forced Air ,,False,,False,False,,False,64
7646,7646,Detached,Detached,,1620.0,,,,,,,590000.0,,6113 Saddlehorn Drive NE ,Calgary ,Alberta,T3J 4M5,51.1292,-113.946,4014.0,2001.0,"Full, Unfinished ",673.0,2 Storey ,Forced Air ,,False,,False,False,,False,64
